folio,fecha,planta,centro_costo,concepto,monto,cargado_en
IRA-202501-009166,2025-01-11,Irapuato,nómina indirecta,Reparación correctiva,"3.326,00",2026-07-01
IRA-202501-009193,2025-01-11,Irapuato,Fletes,Mantenimiento preventivo,"3.002,75",2026-07-01
IRA-202501-009220,2025-01-11,Irapuato,Refacciones,Flete de importación,"2.654,50",2026-07-01
IRA-202501-009247,2025-01-11,Irapuato,Seguridad,Nómina de apoyo,"1.664,50",2026-07-01
IRA-202501-009274,2025-01-11,Irapuato,Sistemas,Reparación correctiva,"914,75",2026-07-01
CHI-202501-006254,2025-01-12,Chihuahua,Mantenimiento,Consumo eléctrico,"10.871,75",2026-07-01
CHI-202501-006281,2025-01-12,Chihuahua, Nómina Indirecta,Servicio externo,"7.686,25",2026-07-01
CHI-202501-006308,2025-01-12,Chihuahua,Fletes,Licencia de software,"7.415,00",2026-07-01
CHI-202501-006335,2025-01-12,Chihuahua,Refacciones,Renta de montacargas,"6.794,50",2026-07-01
CHI-202501-006362,2025-01-12,Chihuahua,Seguridad,Consumo eléctrico,"4.258,00",2026-07-01
CHI-202501-006389,2025-01-12,Chihuahua,Sistemas,Servicio externo,"3.587,00",2026-07-01
CUA-202501-003338,2025-01-12,Cuautitlán,Mantenimiento,Consumo eléctrico,"4.747,50",2026-07-01
CUA-202501-003365,2025-01-12,Cuautitlán,Nómina Indirecta,Servicio externo,"6.457,00",2026-07-01
CUA-202501-003392,2025-01-12,Cuautitlán,Fletes,Licencia de software,"5.976,50",2026-07-01
CUA-202501-003419,2025-01-12,Cuautitlán,Refacciones,Renta de montacargas,"5.336,25",2026-07-01
CUA-202501-003446,2025-01-12,Cuautitlán,  CALIDAD ,Consumo eléctrico,"2.518,75",2026-07-01
CUA-202501-003473,2025-01-12,Cuautitlán,Sistemas,Servicio externo,"1.672,00",2026-07-01
HER-202501-000827,2025-01-12,Hermosillo,Energía,Renta de montacargas,"4.934,25",2026-07-01
HER-202501-000854,2025-01-12,Hermosillo,Nómina Indirecta,Consumo eléctrico,"4.146,00",2026-07-01
HER-202501-000881,2025-01-12,Hermosillo, Fletes,Servicio externo,"2.594,75",2026-07-01
HER-202501-000908,2025-01-12,Hermosillo,Calidad,Licencia de software,"3.097,25",2026-07-01
HER-202501-000935,2025-01-12,Hermosillo,Seguridad,Renta de montacargas,"2.675,75",2026-07-01
HER-202501-000962,2025-01-12,Hermosillo,Sistemas,Consumo eléctrico,"2.065,75",2026-07-01
IRA-202501-009143,2025-01-12,Irapuato,Energía,Renta de montacargas,"5.839,75",2026-07-01
IRA-202501-009170,2025-01-12,Irapuato,Nómina Indirecta,Consumo eléctrico,"2.671,25",2026-07-01
IRA-202501-009197,2025-01-12,Irapuato,Fletes,Servicio externo,"2.477,25",2026-07-01
IRA-202501-009224,2025-01-12,Irapuato,Calidad,Licencia de software,"1.884,75",2026-07-01
IRA-202501-009251,2025-01-12,Irapuato,Seguridad ,Renta de montacargas,"1.172,00",2026-07-01
IRA-202501-009278,2025-01-12,Irapuato,Sistemas,Consumo eléctrico,"1.129,25",2026-07-01
CHI-202501-006258,2025-01-13,Chihuahua,Mantenimiento,Calibración de equipo,"12.849,75",2026-07-01
CHI-202501-006285,2025-01-13,Chihuahua,Nómina Indirecta,Equipo de protección,"7.793,00",2026-07-01
CHI-202501-006312,2025-01-13,Chihuahua,Fletes,Refacción prensa,"6.007,00",2026-07-01
CHI-202501-006339,2025-01-13,Chihuahua,Refacciones,Flete nacional,"4.889,00",2026-07-01
CHI-202501-006366,2025-01-13,Chihuahua,seguridad,Calibración de equipo,"3.965,00",2026-07-01
CHI-202501-006393,2025-01-13,Chihuahua,Sistemas,Equipo de protección,"3.375,75",2026-07-01
CUA-202501-003342,2025-01-13,Cuautitlán,Energía,Calibración de equipo,"6.466,50",2026-07-01
CUA-202501-003369,2025-01-13,Cuautitlán,Nómina Indirecta,Equipo de protección,"5.814,25",2026-07-01
CUA-202501-003396,2025-01-13,Cuautitlán,  FLETES ,Refacción prensa,"4.845,75",2026-07-01
CUA-202501-003423,2025-01-13,Cuautitlán,Refacciones,Flete nacional,"4.477,00",2026-07-01
CUA-202501-003450,2025-01-13,Cuautitlán,Seguridad,Calibración de equipo,"1.998,50",2026-07-01
CUA-202501-003477,2025-01-13,Cuautitlán,Sistemas,Equipo de protección,"1.523,75",2026-07-01
HER-202501-000804,2025-01-13,Hermosillo,Mantenimiento,Refacción prensa,"5.287,75",2026-07-01
HER-202501-000831,2025-01-13,Hermosillo, Energía,Flete nacional,"4.232,75",2026-07-01
HER-202501-000858,2025-01-13,Hermosillo,Nómina Indirecta,Calibración de equipo,"3.601,50",2026-07-01
HER-202501-000885,2025-01-13,Hermosillo,Refacciones,Equipo de protección,"5.284,00",2026-07-01
HER-202501-000912,2025-01-13,Hermosillo,Calidad,Refacción prensa,"3.656,50",2026-07-01
HER-202501-000939,2025-01-13,Hermosillo,Seguridad,Flete nacional,"2.176,00",2026-07-01
HER-202501-000966,2025-01-13,Hermosillo,sistemas,Calibración de equipo,"2.735,75",2026-07-01
IRA-202501-009147,2025-01-13,Irapuato,Energía,Flete nacional,"6.387,00",2026-07-01
IRA-202501-009174,2025-01-13,Irapuato,Nómina Indirecta,Calibración de equipo,"3.885,50",2026-07-01
IRA-202501-009201,2025-01-13,Irapuato,Refacciones ,Equipo de protección,"3.679,00",2026-07-01
IRA-202501-009228,2025-01-13,Irapuato,Calidad,Refacción prensa,"2.263,25",2026-07-01
IRA-202501-009255,2025-01-13,Irapuato,Seguridad,Flete nacional,"1.136,00",2026-07-01
CHI-202501-006262,2025-01-14,Chihuahua,Energía,Reparación correctiva,"6.040,75",2026-07-01
CHI-202501-006289,2025-01-14,Chihuahua,Nómina Indirecta,Mantenimiento preventivo,"9.439,50",2026-07-01
CHI-202501-006316,2025-01-14,Chihuahua,fletes,Flete de importación,"7.120,75",2026-07-01
CHI-202501-006343,2025-01-14,Chihuahua,Calidad,Nómina de apoyo,"4.288,00",2026-07-01
CHI-202501-006370,2025-01-14,Chihuahua,Seguridad,Reparación correctiva,"3.267,00",2026-07-01
CHI-202501-006397,2025-01-14,Chihuahua,Sistemas,Mantenimiento preventivo,"3.621,50",2026-07-01
CUA-202501-003346,2025-01-14,Cuautitlán,  ENERGÍA ,Reparación correctiva,"6.428,75",2026-07-01
CUA-202501-003373,2025-01-14,Cuautitlán,Nómina Indirecta,Mantenimiento preventivo,"7.971,75",2026-07-01
CUA-202501-003400,2025-01-14,Cuautitlán,Fletes,Flete de importación,"6.068,00",2026-07-01
CUA-202501-003427,2025-01-14,Cuautitlán,Calidad,Nómina de apoyo,"1.312,75",2026-07-01
CUA-202501-003454,2025-01-14,Cuautitlán,Seguridad,Reparación correctiva,"1.877,75",2026-07-01
CUA-202501-003481,2025-01-14,Cuautitlán, Sistemas,Mantenimiento preventivo,"1.096,00",2026-07-01
HER-202501-000808,2025-01-14,Hermosillo,Mantenimiento,Flete de importación,"4.468,25",2026-07-01
HER-202501-000835,2025-01-14,Hermosillo,Energía,Nómina de apoyo,"3.749,00",2026-07-01
HER-202501-000862,2025-01-14,Hermosillo,Nómina Indirecta,Reparación correctiva,"4.205,00",2026-07-01
HER-202501-000889,2025-01-14,Hermosillo,Refacciones,Mantenimiento preventivo,"5.006,00",2026-07-01
HER-202501-000916,2025-01-14,Hermosillo,calidad,Flete de importación,"3.818,50",2026-07-01
HER-202501-000943,2025-01-14,Hermosillo,Seguridad,Nómina de apoyo,"2.210,00",2026-07-01
IRA-202501-009124,2025-01-14,Irapuato,Mantenimiento,Flete de importación,"6.992,50",2026-07-01
IRA-202501-009151,2025-01-14,Irapuato,Energía ,Nómina de apoyo,"6.577,75",2026-07-01
IRA-202501-009178,2025-01-14,Irapuato,Nómina Indirecta,Reparación correctiva,"3.903,25",2026-07-01
IRA-202501-009205,2025-01-14,Irapuato,Refacciones,Mantenimiento preventivo,"3.469,00",2026-07-01
IRA-202501-009232,2025-01-14,Irapuato,Calidad,Flete de importación,"2.259,00",2026-07-01
IRA-202501-009259,2025-01-14,Irapuato,Seguridad,Nómina de apoyo,"1.521,50",2026-07-01
CHI-202501-006266,2025-01-15,Chihuahua,energía,Consumo eléctrico,"6.427,75",2026-07-01
CHI-202501-006293,2025-01-15,Chihuahua,Nómina Indirecta,Servicio externo,"7.764,25",2026-07-01
CHI-202501-006320,2025-01-15,Chihuahua,Fletes,Licencia de software,"5.493,75",2026-07-01
CHI-202501-006347,2025-01-15,Chihuahua,Calidad,Renta de montacargas,"4.231,25",2026-07-01
CHI-202501-006374,2025-01-15,Chihuahua,Seguridad,Consumo eléctrico,"4.646,50",2026-07-01
CUA-202501-003323,2025-01-15,Cuautitlán,Mantenimiento,Renta de montacargas,"10.477,00",2026-07-01
CUA-202501-003350,2025-01-15,Cuautitlán,Energía,Consumo eléctrico,"5.913,25",2026-07-01
CUA-202501-003377,2025-01-15,Cuautitlán,Nómina Indirecta,Servicio externo,"6.116,00",2026-07-01
CUA-202501-003404,2025-01-15,Cuautitlán,Fletes,Licencia de software,"4.308,50",2026-07-01
CUA-202501-003431,2025-01-15,Cuautitlán, Calidad,Renta de montacargas,"2.077,50",2026-07-01
CUA-202501-003458,2025-01-15,Cuautitlán,Seguridad,Consumo eléctrico,"2.219,75",2026-07-01
CUA-202501-003485,2025-01-15,Cuautitlán,Sistemas,Servicio externo,"1.426,50",2026-07-01
HER-202501-000812,2025-01-15,Hermosillo,Mantenimiento,Licencia de software,"6.273,75",2026-07-01
HER-202501-000839,2025-01-15,Hermosillo,Energía,Renta de montacargas,"4.251,50",2026-07-01
HER-202501-000866,2025-01-15,Hermosillo,fletes,Consumo eléctrico,"5.875,75",2026-07-01
HER-202501-000893,2025-01-15,Hermosillo,Refacciones,Servicio externo,"3.981,25",2026-07-01
HER-202501-000920,2025-01-15,Hermosillo,Calidad,Licencia de software,"3.022,25",2026-07-01
HER-202501-000947,2025-01-15,Hermosillo,Seguridad,Renta de montacargas,"2.053,50",2026-07-01
IRA-202501-009128,2025-01-15,Irapuato,Mantenimiento,Licencia de software,"7.663,50",2026-07-01
IRA-202501-009155,2025-01-15,Irapuato,Energía,Renta de montacargas,"6.791,50",2026-07-01
IRA-202501-009182,2025-01-15,Irapuato,Fletes,Consumo eléctrico,"4.760,25",2026-07-01
IRA-202501-009209,2025-01-15,Irapuato,Refacciones,Servicio externo,"3.892,25",2026-07-01
IRA-202501-009236,2025-01-15,Irapuato,CALIDAD,Licencia de software,"1.579,25",2026-07-01
IRA-202501-009263,2025-01-15,Irapuato,Sistemas,Renta de montacargas,"2.444,00",2026-07-01
CHI-202501-006243,2025-01-16,Chihuahua,Mantenimiento,Flete nacional,"7.019,25",2026-07-01
CHI-202501-006270,2025-01-16,Chihuahua,Energía,Calibración de equipo,"4.211,25",2026-07-01
CHI-202501-006297,2025-01-16,Chihuahua,Nómina Indirecta,Equipo de protección,"8.114,75",2026-07-01
CHI-202501-006324,2025-01-16,Chihuahua,Refacciones,Refacción prensa,"4.189,00",2026-07-01
CHI-202501-006351,2025-01-16,Chihuahua,Calidad ,Flete nacional,"4.585,75",2026-07-01
CHI-202501-006378,2025-01-16,Chihuahua,Seguridad,Calibración de equipo,"4.816,00",2026-07-01
CUA-202501-003327,2025-01-16,Cuautitlán,Mantenimiento,Flete nacional,"8.953,00",2026-07-01
CUA-202501-003354,2025-01-16,Cuautitlán,Energía,Calibración de equipo,"6.676,25",2026-07-01
CUA-202501-003381,2025-01-16,Cuautitlán, Nómina Indirecta,Equipo de protección,"6.523,75",2026-07-01
CUA-202501-003408,2025-01-16,Cuautitlán,Refacciones,Refacción prensa,"2.617,25",2026-07-01
CUA-202501-003435,2025-01-16,Cuautitlán,Calidad,Flete nacional,"2.158,75",2026-07-01
CUA-202501-003462,2025-01-16,Cuautitlán,Seguridad,Calibración de equipo,"1.193,25",2026-07-01
HER-202501-000816,2025-01-16,Hermosillo,mantenimiento,Refacción prensa,"4.812,25",2026-07-01
HER-202501-000843,2025-01-16,Hermosillo,Nómina Indirecta,Flete nacional,"6.265,25",2026-07-01
HER-202501-000870,2025-01-16,Hermosillo,Fletes,Calibración de equipo,"4.359,50",2026-07-01
HER-202501-000897,2025-01-16,Hermosillo,Refacciones,Equipo de protección,"4.519,50",2026-07-01
HER-202501-000924,2025-01-16,Hermosillo,Calidad,Refacción prensa,"3.395,00",2026-07-01
HER-202501-000951,2025-01-16,Hermosillo,Sistemas ,Flete nacional,"1.716,75",2026-07-01
IRA-202501-009132,2025-01-16,Irapuato,Mantenimiento,Refacción prensa,"9.635,25",2026-07-01
IRA-202501-009159,2025-01-16,Irapuato,Energía,Flete nacional,"5.657,25",2026-07-01
IRA-202501-009186,2025-01-16,Irapuato,FLETES,Calibración de equipo,"5.094,50",2026-07-01
IRA-202501-009213,2025-01-16,Irapuato,Refacciones,Equipo de protección,"4.224,75",2026-07-01
IRA-202501-009240,2025-01-16,Irapuato,Calidad,Refacción prensa,"1.428,50",2026-07-01
IRA-202501-009267,2025-01-16,Irapuato,Sistemas,Flete nacional,"2.184,00",2026-07-01
CHI-202501-006247,2025-01-17,Chihuahua,Mantenimiento,Nómina de apoyo,"6.745,75",2026-07-01
CHI-202501-006274,2025-01-17,Chihuahua,Energía,Reparación correctiva,"5.280,00",2026-07-01
CHI-202501-006301,2025-01-17,Chihuahua,Fletes ,Mantenimiento preventivo,"-3.910,75",2026-07-01
CHI-202501-006328,2025-01-17,Chihuahua,Refacciones,Flete de importación,"2.544,25",2026-07-01
CHI-202501-006355,2025-01-17,Chihuahua,Calidad,Nómina de apoyo,"3.425,00",2026-07-01
CHI-202501-006382,2025-01-17,Chihuahua,Sistemas,Reparación correctiva,"2.171,75",2026-07-01
CUA-202501-003331,2025-01-17,Cuautitlán, Mantenimiento,Nómina de apoyo,"9.549,75",2026-07-01
CUA-202501-003358,2025-01-17,Cuautitlán,Energía,Reparación correctiva,"6.425,75",2026-07-01
CUA-202501-003385,2025-01-17,Cuautitlán,Fletes,Mantenimiento preventivo,"3.349,25",2026-07-01
CUA-202501-003412,2025-01-17,Cuautitlán,Refacciones,Flete de importación,"3.402,50",2026-07-01
CUA-202501-003439,2025-01-17,Cuautitlán,Calidad,Nómina de apoyo,"1.441,75",2026-07-01
CUA-202501-003466,2025-01-17,Cuautitlán,seguridad,Reparación correctiva,"1.193,25",2026-07-01
HER-202501-000820,2025-01-17,Hermosillo,Mantenimiento,Flete de importación,"4.735,25",2026-07-01
HER-202501-000847,2025-01-17,Hermosillo,Nómina Indirecta,Nómina de apoyo,"6.569,25",2026-07-01
HER-202501-000874,2025-01-17,Hermosillo,Fletes,Reparación correctiva,"4.766,75",2026-07-01
HER-202501-000901,2025-01-17,Hermosillo,Refacciones ,Mantenimiento preventivo,"5.236,25",2026-07-01
HER-202501-000928,2025-01-17,Hermosillo,Seguridad,Flete de importación,"1.971,25",2026-07-01
HER-202501-000955,2025-01-17,Hermosillo,Sistemas,Nómina de apoyo,"1.686,25",2026-07-01
IRA-202501-009136,2025-01-17,Irapuato,MANTENIMIENTO,Flete de importación,"8.891,25",2026-07-01
IRA-202501-009163,2025-01-17,Irapuato,Nómina Indirecta,Nómina de apoyo,"5.666,00",2026-07-01
IRA-202501-009190,2025-01-17,Irapuato,Fletes,Reparación correctiva,"5.068,25",2026-07-01
IRA-202501-009217,2025-01-17,Irapuato,Refacciones,Mantenimiento preventivo,"4.150,25",2026-07-01
IRA-202501-009244,2025-01-17,Irapuato,Seguridad,Flete de importación,"2.826,25",2026-07-01
IRA-202501-009271,2025-01-17,Irapuato,  SISTEMAS ,Nómina de apoyo,"2.195,50",2026-07-01
CHI-202501-006251,2025-01-18,Chihuahua,Mantenimiento ,Renta de montacargas,"7.335,50",2026-07-01
CHI-202501-006278,2025-01-18,Chihuahua,Energía,Consumo eléctrico,"4.315,75",2026-07-01
CHI-202501-006305,2025-01-18,Chihuahua,Fletes,Servicio externo,"3.500,00",2026-07-01
CHI-202501-006332,2025-01-18,Chihuahua,Refacciones,Licencia de software,"3.133,50",2026-07-01
CHI-202501-006359,2025-01-18,Chihuahua,Calidad,Renta de montacargas,"4.234,75",2026-07-01
CHI-202501-006386,2025-01-18,Chihuahua,SISTEMAS,Consumo eléctrico,"2.243,75",2026-07-01
CUA-202501-003335,2025-01-18,Cuautitlán,Mantenimiento,Renta de montacargas,"7.623,75",2026-07-01
CUA-202501-003362,2025-01-18,Cuautitlán,Energía,Consumo eléctrico,"5.420,50",2026-07-01
CUA-202501-003389,2025-01-18,Cuautitlán,Fletes,Servicio externo,"2.684,00",2026-07-01
CUA-202501-003416,2025-01-18,Cuautitlán,refacciones,Licencia de software,"2.017,25",2026-07-01
CUA-202501-003443,2025-01-18,Cuautitlán,Calidad,Renta de montacargas,"1.687,50",2026-07-01
CUA-202501-003470,2025-01-18,Cuautitlán,Sistemas,Consumo eléctrico,"2.774,25",2026-07-01
HER-202501-000824,2025-01-18,Hermosillo,Energía,Licencia de software,"6.804,00",2026-07-01
HER-202501-000851,2025-01-18,Hermosillo,Nómina Indirecta ,Renta de montacargas,"4.741,25",2026-07-01
HER-202501-000878,2025-01-18,Hermosillo,Fletes,Consumo eléctrico,"5.647,50",2026-07-01
HER-202501-000905,2025-01-18,Hermosillo,Refacciones,Servicio externo,"3.739,75",2026-07-01
HER-202501-000932,2025-01-18,Hermosillo,Seguridad,Licencia de software,"1.631,25",2026-07-01
HER-202501-000959,2025-01-18,Hermosillo,Sistemas,Renta de montacargas,"1.246,75",2026-07-01
IRA-202501-009140,2025-01-18,Irapuato,Mantenimiento,Licencia de software,"6.624,50",2026-07-01
IRA-202501-009167,2025-01-18,Irapuato,Nómina Indirecta,Renta de montacargas,"4.998,25",2026-07-01
IRA-202501-009194,2025-01-18,Irapuato,Fletes,Consumo eléctrico,"4.702,75",2026-07-01
IRA-202501-009221,2025-01-18,Irapuato,  CALIDAD ,Servicio externo,"2.412,75",2026-07-01
IRA-202501-009248,2025-01-18,Irapuato,Seguridad,Licencia de software,"2.174,00",2026-07-01
IRA-202501-009275,2025-01-18,Irapuato,Sistemas,Renta de montacargas,"1.987,50",2026-07-01
CHI-202501-006255,2025-01-19,Chihuahua,Mantenimiento,Flete nacional,"6.888,75",2026-07-01
CHI-202501-006282,2025-01-19,Chihuahua,Nómina Indirecta,Calibración de equipo,"4.940,75",2026-07-01
CHI-202501-006309,2025-01-19,Chihuahua,Fletes,Equipo de protección,"3.571,00",2026-07-01
CHI-202501-006336,2025-01-19,Chihuahua,REFACCIONES,Refacción prensa,"2.314,00",2026-07-01
CHI-202501-006363,2025-01-19,Chihuahua,Seguridad,Flete nacional,"2.203,50",2026-07-01
CHI-202501-006390,2025-01-19,Chihuahua,Sistemas,Calibración de equipo,"1.342,00",2026-07-01
CUA-202501-003339,2025-01-19,Cuautitlán,Mantenimiento,Flete nacional,"9.415,75",2026-07-01
CUA-202501-003366,2025-01-19,Cuautitlán,nómina indirecta,Calibración de equipo,"4.184,00",2026-07-01
CUA-202501-003393,2025-01-19,Cuautitlán,Fletes,Equipo de protección,"2.638,50",2026-07-01
CUA-202501-003420,2025-01-19,Cuautitlán,Refacciones,Refacción prensa,"2.327,75",2026-07-01
CUA-202501-003447,2025-01-19,Cuautitlán,Seguridad,Flete nacional,"2.746,25",2026-07-01
CUA-202501-003474,2025-01-19,Cuautitlán,Sistemas,Calibración de equipo,"2.228,50",2026-07-01
HER-202501-000801,2025-01-19,Hermosillo,Mantenimiento ,Equipo de protección,"8.328,50",2026-07-01
HER-202501-000828,2025-01-19,Hermosillo,Energía,Refacción prensa,"5.668,50",2026-07-01
HER-202501-000855,2025-01-19,Hermosillo,Nómina Indirecta,Flete nacional,"6.447,25",2026-07-01
HER-202501-000882,2025-01-19,Hermosillo,Fletes,Calibración de equipo,"4.346,50",2026-07-01
HER-202501-000909,2025-01-19,Hermosillo,Calidad,Equipo de protección,"2.083,25",2026-07-01
HER-202501-000936,2025-01-19,Hermosillo,SEGURIDAD,Refacción prensa,"1.435,25",2026-07-01
HER-202501-000963,2025-01-19,Hermosillo,Sistemas,Flete nacional,"1.607,75",2026-07-01
IRA-202501-009144,2025-01-19,Irapuato,Energía,Refacción prensa,"4.104,75",2026-07-01
IRA-202501-009171,2025-01-19,Irapuato,  NÓMINA INDIRECTA ,Flete nacional,"4.859,25",2026-07-01
IRA-202501-009198,2025-01-19,Irapuato,Fletes,Calibración de equipo,"6.016,50",2026-07-01
IRA-202501-009225,2025-01-19,Irapuato,Calidad,Equipo de protección,"2.455,00",2026-07-01
IRA-202501-009252,2025-01-19,Irapuato,Seguridad,Refacción prensa,"2.875,75",2026-07-01
IRA-202501-009279,2025-01-19,Irapuato,Sistemas,Flete nacional,"1.882,00",2026-07-01
CHI-202501-006259,2025-01-20,Chihuahua,Mantenimiento,Nómina de apoyo,"4.910,75",2026-07-01
CHI-202501-006286,2025-01-20,Chihuahua,NÓMINA INDIRECTA,Reparación correctiva,"4.834,00",2026-07-01
CHI-202501-006313,2025-01-20,Chihuahua,Fletes,Mantenimiento preventivo,"4.979,00",2026-07-01
CHI-202501-006340,2025-01-20,Chihuahua,Refacciones,Flete de importación,"4.219,75",2026-07-01
CHI-202501-006367,2025-01-20,Chihuahua,Seguridad,Nómina de apoyo,"2.496,50",2026-07-01
CHI-202501-006394,2025-01-20,Chihuahua,Sistemas,Reparación correctiva,"1.553,25",2026-07-01
CUA-202501-003343,2025-01-20,Cuautitlán,Energía,Nómina de apoyo,"4.374,50",2026-07-01
CUA-202501-003370,2025-01-20,Cuautitlán,Nómina Indirecta,Reparación correctiva,"4.826,75",2026-07-01
CUA-202501-003397,2025-01-20,Cuautitlán,Fletes,Mantenimiento preventivo,"3.769,25",2026-07-01
CUA-202501-003424,2025-01-20,Cuautitlán,Refacciones,Flete de importación,"3.187,00",2026-07-01
CUA-202501-003451,2025-01-20,Cuautitlán,Seguridad ,Nómina de apoyo,"3.263,00",2026-07-01
CUA-202501-003478,2025-01-20,Cuautitlán,Sistemas,Reparación correctiva,"2.171,50",2026-07-01
HER-202501-000805,2025-01-20,Hermosillo,Mantenimiento,Mantenimiento preventivo,"10.040,75",2026-07-01
HER-202501-000832,2025-01-20,Hermosillo,Energía,Flete de importación,"6.917,75",2026-07-01
HER-202501-000859,2025-01-20,Hermosillo,Nómina Indirecta,Nómina de apoyo,"5.223,50",2026-07-01
HER-202501-000886,2025-01-20,Hermosillo,REFACCIONES,Reparación correctiva,"2.190,50",2026-07-01
HER-202501-000913,2025-01-20,Hermosillo,Calidad,Mantenimiento preventivo,"1.524,00",2026-07-01
HER-202501-000940,2025-01-20,Hermosillo,Seguridad,Flete de importación,"1.935,00",2026-07-01
